Time,Date,Latitude,Longitude,Serving Cell SS RSRP (dBm): Top #1,Serving Cell SS RSRQ (dB): Top #1,Serving Cell SS SINR (dB): Top #1,Serving Cell Identity: Top #1
34:49.4,2/29/2024,18.3080582,42.7541877,-102.1,-10.8,13.5,36
34:49.4,2/29/2024,18.3080582,42.7541877,-88,-10.4,14.3,998
34:49.4,2/29/2024,18.3080582,42.7541877,-101.8,-10.7,13.5,36
34:49.4,2/29/2024,18.3080582,42.7541877,-88,-10.4,13.3,998
34:49.4,2/29/2024,18.3080581,42.7541885,-83.8,-10.5,21.2,552
34:49.4,2/29/2024,18.3080581,42.7541885,-82.2,-10.5,21.2,552
34:49.4,2/29/2024,18.3080579,42.7541908,-101.8,-10.7,12.2,36
34:49.4,2/29/2024,18.3080579,42.7541908,-82.2,-10.5,22.2,552
34:49.4,2/29/2024,18.3080578,42.7541911,-82.2,-10.5,19.9,552
34:49.4,2/29/2024,18.3080578,42.7541916,-101.8,-10.7,13,36
34:49.4,2/29/2024,18.3080578,42.7541917,-101.8,-10.7,13.7,36
34:49.4,2/29/2024,18.3080577,42.754192,-82.2,-10.5,19.7,552
34:49.5,2/29/2024,18.3080575,42.7541942,-101.8,-10.7,12.5,36
34:49.5,2/29/2024,18.3080575,42.7541942,-82.2,-10.5,21.3,552
34:49.5,2/29/2024,18.3080575,42.7541946,-101.8,-10.7,13.7,36
34:49.5,2/29/2024,18.3080574,42.7541949,-101.8,-10.7,19.8,36
34:49.5,2/29/2024,18.3080574,42.7541949,-82.2,-10.5,22,552
34:49.5,2/29/2024,18.3080572,42.7541968,-82.2,-10.5,21.5,552
34:49.5,2/29/2024,18.3080572,42.7541969,-82.2,-10.5,20.5,552
34:49.5,2/29/2024,18.3080572,42.754197,-101.8,-10.7,13.4,36
34:49.5,2/29/2024,18.3080571,42.7541981,-82.2,-10.5,19.9,552
34:49.5,2/29/2024,18.3080571,42.7541981,-81.3,-10.4,19.9,552
34:49.5,2/29/2024,18.308057,42.7541984,-101.8,-10.7,11.4,36
34:49.5,2/29/2024,18.308057,42.7541984,-101.1,-10.7,11.4,36
34:49.6,2/29/2024,18.3080569,42.7541997,-81.3,-10.4,21.7,552
34:49.6,2/29/2024,18.3080569,42.7541999,-101.1,-10.7,12.5,36
34:49.6,2/29/2024,18.3080568,42.7542001,-101.1,-10.7,13.1,36
34:49.6,2/29/2024,18.3080567,42.7542014,-88,-10.4,13.7,998
34:49.6,2/29/2024,18.3080567,42.7542015,-81.3,-10.4,22.6,552
34:49.6,2/29/2024,18.3080567,42.7542017,-101.1,-10.7,12.4,36
34:49.6,2/29/2024,18.3080567,42.7542017,-81.3,-10.4,23.9,552
34:49.6,2/29/2024,18.3080565,42.754203,-101.1,-10.7,10,36
34:49.6,2/29/2024,18.3080565,42.754203,-101.1,-10.7,14.3,36
34:49.6,2/29/2024,18.3080565,42.7542033,-81.3,-10.4,23.9,552
34:49.6,2/29/2024,18.3080564,42.7542044,-81.3,-10.4,21.6,552
34:49.6,2/29/2024,18.3080563,42.7542045,-101.1,-10.7,9.6,36
34:49.7,2/29/2024,18.3080562,42.7542061,-81.3,-10.4,19.3,552
34:49.7,2/29/2024,18.3080562,42.7542063,-81.3,-10.4,19.7,552
34:49.7,2/29/2024,18.3080561,42.7542068,-101.1,-10.7,12.3,36
34:49.7,2/29/2024,18.308056,42.754208,-81.3,-10.4,18.3,552
34:49.7,2/29/2024,18.3080559,42.7542083,-101.1,-10.7,13,36
34:49.7,2/29/2024,18.3080559,42.7542084,-101.7,-10.6,13,36
34:49.7,2/29/2024,18.3080559,42.7542084,-101.7,-10.6,9.8,36
34:49.7,2/29/2024,18.3080559,42.7542086,-81,-10.4,18.3,552
34:49.7,2/29/2024,18.3080558,42.7542095,-81,-10.4,13.1,552
34:49.7,2/29/2024,18.3080557,42.7542099,-101.7,-10.6,13.1,36
34:49.7,2/29/2024,18.3080557,42.7542107,-81,-10.4,17,552
34:49.8,2/29/2024,18.3080555,42.7542123,-101.7,-10.6,12.5,36
34:49.8,2/29/2024,18.3080555,42.7542123,-101.7,-10.6,12.4,36
34:49.8,2/29/2024,18.3080555,42.7542123,-81,-10.4,19.2,552
34:49.8,2/29/2024,18.3080554,42.7542129,-81,-10.4,18.4,552
34:49.8,2/29/2024,18.3080554,42.7542132,-88,-10.4,19.5,998
34:49.8,2/29/2024,18.3080554,42.7542132,-90,-10.5,19.5,998
34:49.8,2/29/2024,18.3080553,42.7542137,-101.7,-10.6,13.4,36
34:49.8,2/29/2024,18.3080553,42.754214,-81,-10.4,19.6,552
34:49.8,2/29/2024,18.3080552,42.7542151,-101.7,-10.6,13.8,36
34:49.8,2/29/2024,18.3080551,42.7542155,-81,-10.4,21.1,552
34:49.8,2/29/2024,18.308055,42.7542164,-81,-10.4,19.6,552
34:49.8,2/29/2024,18.308055,42.7542165,-101.7,-10.6,8.9,36
34:49.8,2/29/2024,18.308055,42.7542165,-101.7,-10.6,15,36
34:49.8,2/29/2024,18.308055,42.7542172,-81,-10.4,18.7,552
34:49.9,2/29/2024,18.3080549,42.754218,-101.6,-10.6,15,36
34:49.9,2/29/2024,18.3080549,42.7542181,-101.6,-10.6,11.2,36
34:49.9,2/29/2024,18.3080549,42.7542182,-85.1,-10.5,18.7,552
34:49.9,2/29/2024,18.3080548,42.7542187,-85.1,-10.5,17.6,552
34:49.9,2/29/2024,18.3080547,42.7542196,-85.1,-10.5,14.1,552
34:49.9,2/29/2024,18.3080547,42.7542202,-101.6,-10.6,11.1,36
34:49.9,2/29/2024,18.3080547,42.7542203,-90,-10.5,18.2,998
34:49.9,2/29/2024,18.3080547,42.7542203,-101.6,-10.6,12.7,36
34:49.9,2/29/2024,18.3080547,42.7542203,-90,-10.5,14.9,998
34:49.9,2/29/2024,18.3080546,42.7542216,-85.1,-10.5,16.8,552
34:49.9,2/29/2024,18.3080545,42.7542218,-85.1,-10.5,13.4,552
34:49.9,2/29/2024,18.3080545,42.7542218,-101.6,-10.6,11.3,36
34:49.9,2/29/2024,18.3080545,42.7542229,-85.1,-10.5,19.9,552
34:50.0,2/29/2024,18.3080544,42.7542236,-101.6,-10.6,10.7,36
34:50.0,2/29/2024,18.3080544,42.7542237,-101.6,-10.6,12.8,36
34:50.0,2/29/2024,18.3080543,42.7542246,-85.1,-10.5,15,552
34:50.0,2/29/2024,18.3080542,42.7542253,-101.6,-10.6,8.8,36
34:50.0,2/29/2024,18.3080542,42.7542253,-101.6,-10.6,15,36
34:50.0,2/29/2024,18.3080542,42.7542254,-85.1,-10.5,16.8,552
34:50.0,2/29/2024,18.3080542,42.7542262,-85.1,-10.5,16.8,552
34:50.0,2/29/2024,18.3080542,42.7542262,-85.1,-10.5,17.3,552
34:50.0,2/29/2024,18.3080541,42.754227,-87.9,-10.7,17.3,552
34:50.0,2/29/2024,18.308054,42.7542275,-87.9,-10.7,14.9,552
34:50.0,2/29/2024,18.3080539,42.7542287,-101.6,-10.6,15,36
34:50.0,2/29/2024,18.3080539,42.7542287,-102.4,-10.7,15,36
34:50.0,2/29/2024,18.3080539,42.7542287,-90,-10.5,14.9,998
34:50.1,2/29/2024,18.3080539,42.7542293,-90,-10.5,12.6,998
34:50.1,2/29/2024,18.3080539,42.7542293,-87.9,-10.7,14.2,552
34:50.1,2/29/2024,18.3080538,42.7542298,-87.9,-10.7,12.2,552
34:50.1,2/29/2024,18.3080538,42.7542302,-102.4,-10.7,13.5,36
34:50.1,2/29/2024,18.3080537,42.7542314,-87.9,-10.7,12.4,552
34:50.1,2/29/2024,18.3080537,42.7542316,-102.4,-10.7,9.8,36
34:50.1,2/29/2024,18.3080536,42.7542325,-87.9,-10.7,14.9,552
34:50.1,2/29/2024,18.3080535,42.7542333,-102.4,-10.7,15,36
34:50.1,2/29/2024,18.3080535,42.7542334,-102.4,-10.7,18.3,36
34:50.1,2/29/2024,18.3080534,42.7542342,-87.9,-10.7,14.4,552
34:50.2,2/29/2024,18.3080534,42.7542347,-87.9,-10.7,14.5,552
34:50.2,2/29/2024,18.3080533,42.7542354,-87.9,-10.7,15,552
34:50.2,2/29/2024,18.3080533,42.7542356,-102.4,-10.7,17.5,36
34:50.2,2/29/2024,18.3080533,42.7542357,-101.7,-10.7,17.5,36
34:50.2,2/29/2024,18.3080533,42.7542364,-89.5,-10.6,15,552
34:50.2,2/29/2024,18.3080532,42.754237,-89.5,-10.6,13.2,552
34:50.2,2/29/2024,18.3080532,42.7542374,-101.7,-10.7,16.7,36
34:50.2,2/29/2024,18.3080532,42.7542375,-101.7,-10.7,12.5,36
34:50.2,2/29/2024,18.308053,42.7542391,-89.5,-10.6,13,552
34:50.2,2/29/2024,18.308053,42.7542398,-89.5,-10.6,17.3,552
34:50.2,2/29/2024,18.308053,42.7542398,-101.7,-10.7,14.4,36
34:50.2,2/29/2024,18.3080529,42.7542399,-89.5,-10.6,13.1,552
34:50.3,2/29/2024,18.3080529,42.7542407,-90,-10.5,19.3,998
34:50.3,2/29/2024,18.3080529,42.7542407,-91.3,-10.4,19.3,998
34:50.3,2/29/2024,18.3080528,42.7542415,-89.5,-10.6,14,552
34:50.3,2/29/2024,18.3080527,42.7542427,-101.7,-10.7,10.1,36
34:50.3,2/29/2024,18.3080527,42.7542429,-89.5,-10.6,10.9,552
34:50.3,2/29/2024,18.3080526,42.7542434,-89.5,-10.6,14.1,552
34:50.3,2/29/2024,18.3080526,42.7542443,-101.7,-10.7,13.2,36
34:50.3,2/29/2024,18.3080526,42.7542443,-102.4,-10.7,13.2,36
34:50.3,2/29/2024,18.3080526,42.7542444,-89.5,-10.6,11.7,552
34:50.3,2/29/2024,18.3080525,42.7542455,-89.7,-10.7,11.7,552
34:50.3,2/29/2024,18.3080524,42.7542457,-102.4,-10.7,15.7,36
34:50.4,2/29/2024,18.3080524,42.7542461,-89.7,-10.7,14.6,552
34:50.4,2/29/2024,18.3080523,42.7542469,-102.4,-10.7,17.8,36
34:50.4,2/29/2024,18.3080523,42.754247,-102.4,-10.7,16,36
34:50.4,2/29/2024,18.3080523,42.7542472,-89.7,-10.7,12,552
34:50.4,2/29/2024,18.3080523,42.7542474,-91.3,-10.4,17.8,998
34:50.4,2/29/2024,18.3080523,42.7542475,-91.3,-10.4,22.7,998
34:50.4,2/29/2024,18.3080523,42.7542476,-91.3,-10.4,19.8,998
34:50.4,2/29/2024,18.3080522,42.7542478,-89.7,-10.7,14,552
34:50.4,2/29/2024,18.3080521,42.754249,-102.4,-10.7,14.9,36
34:50.4,2/29/2024,18.3080521,42.7542493,-89.7,-10.7,14.2,552
34:50.4,2/29/2024,18.308052,42.7542509,-89.7,-10.7,14.9,552
34:50.4,2/29/2024,18.308052,42.7542511,-102.4,-10.7,14.7,36
34:50.4,2/29/2024,18.308052,42.7542511,-102.4,-10.7,16.6,36
34:50.5,2/29/2024,18.3080519,42.7542521,-89.7,-10.7,14.1,552
34:50.5,2/29/2024,18.3080518,42.7542524,-89.7,-10.7,14.7,552
34:50.5,2/29/2024,18.3080518,42.7542527,-102.4,-10.7,11.8,36
34:50.5,2/29/2024,18.3080517,42.7542539,-89.7,-10.7,13.5,552
34:50.5,2/29/2024,18.3080517,42.7542539,-86.5,-10.5,13.5,552
34:50.5,2/29/2024,18.3080516,42.754255,-102.4,-10.7,11.9,36
34:50.5,2/29/2024,18.3080516,42.754255,-86.5,-10.5,13.9,552
34:50.5,2/29/2024,18.3080516,42.754255,-100.7,-10.6,11.9,36
34:50.5,2/29/2024,18.3080516,42.7542551,-100.7,-10.6,13.7,36
34:50.5,2/29/2024,18.3080515,42.7542565,-86.5,-10.5,17.6,552
34:50.6,2/29/2024,18.3080514,42.7542575,-100.7,-10.6,10.7,36
34:50.6,2/29/2024,18.3080514,42.7542575,-86.5,-10.5,13.8,552
34:50.6,2/29/2024,18.3080513,42.7542585,-86.5,-10.5,13.6,552
34:50.6,2/29/2024,18.3080512,42.7542592,-100.7,-10.6,13.1,36
34:50.6,2/29/2024,18.3080511,42.7542605,-100.7,-10.6,9.5,36
34:50.6,2/29/2024,18.3080511,42.7542605,-86.5,-10.5,14.4,552
34:50.6,2/29/2024,18.3080511,42.7542612,-86.5,-10.5,16.8,552
34:50.6,2/29/2024,18.308051,42.7542617,-86.5,-10.5,13.8,552
34:50.6,2/29/2024,18.308051,42.7542618,-100.7,-10.6,17.1,36
34:50.6,2/29/2024,18.308051,42.7542619,-100.7,-10.6,16.5,36
34:50.6,2/29/2024,18.3080509,42.7542627,-86.5,-10.5,12.5,552
34:50.6,2/29/2024,18.3080509,42.7542628,-85.9,-10.5,12.5,552
34:50.7,2/29/2024,18.3080509,42.7542637,-102.6,-10.8,16.5,36
34:50.7,2/29/2024,18.3080508,42.7542637,-102.6,-10.8,10.1,36
34:50.7,2/29/2024,18.3080508,42.7542643,-85.9,-10.5,13.5,552
34:50.7,2/29/2024,18.3080507,42.7542649,-85.9,-10.5,9.6,552
34:50.7,2/29/2024,18.3080507,42.7542658,-102.6,-10.8,16.9,36
34:50.7,2/29/2024,18.3080505,42.7542671,-85.9,-10.5,7.9,552
34:50.7,2/29/2024,18.3080505,42.7542674,-102.6,-10.8,19.4,36
34:50.7,2/29/2024,18.3080505,42.7542675,-102.6,-10.8,13.4,36
34:50.7,2/29/2024,18.3080505,42.7542677,-85.9,-10.5,11,552
34:50.8,2/29/2024,18.3080504,42.7542687,-85.9,-10.5,11,552
34:50.8,2/29/2024,18.3080503,42.7542694,-102.6,-10.8,9.9,36
34:50.8,2/29/2024,18.3080503,42.7542695,-102.6,-10.8,14.5,36
34:50.8,2/29/2024,18.3080503,42.7542696,-85.9,-10.5,13.5,552
34:50.8,2/29/2024,18.3080503,42.7542702,-91.3,-10.4,13.5,998
34:50.8,2/29/2024,18.3080503,42.7542703,-87.6,-10.4,13.5,998
34:50.8,2/29/2024,18.3080503,42.7542703,-87.6,-10.4,16.6,998
34:50.8,2/29/2024,18.3080502,42.7542715,-85.9,-10.5,13.9,552
34:50.8,2/29/2024,18.3080501,42.7542717,-102.6,-10.8,16.6,36
34:50.8,2/29/2024,18.3080501,42.7542719,-102.6,-10.8,18.9,36
34:50.8,2/29/2024,18.3080501,42.7542725,-85.9,-10.5,14,552
34:50.8,2/29/2024,18.3080501,42.7542725,-88.6,-11,14,552
34:50.8,2/29/2024,18.3080501,42.7542727,-100.4,-10.6,18.9,36
34:50.8,2/29/2024,18.3080501,42.7542727,-100.4,-10.6,14.7,36
34:50.8,2/29/2024,18.30805,42.7542735,-88.6,-11,13.3,552
34:50.8,2/29/2024,18.30805,42.754274,-88.6,-11,17.7,552
34:50.9,2/29/2024,18.3080499,42.7542747,-100.4,-10.6,19.6,36
34:50.9,2/29/2024,18.3080499,42.7542748,-87.6,-10.4,21.8,998
34:50.9,2/29/2024,18.3080499,42.7542748,-87.6,-10.4,21.3,998
34:50.9,2/29/2024,18.3080499,42.7542748,-100.4,-10.6,17.3,36
34:50.9,2/29/2024,18.3080499,42.7542753,-88.6,-11,16.3,552
34:50.9,2/29/2024,18.3080499,42.7542762,-88.6,-11,11.9,552
34:50.9,2/29/2024,18.3080499,42.7542763,-100.4,-10.6,13,36
34:50.9,2/29/2024,18.3080499,42.7542763,-100.4,-10.6,12.5,36
34:50.9,2/29/2024,18.3080499,42.7542767,-88.6,-11,12.6,552
34:50.9,2/29/2024,18.3080498,42.7542778,-88.6,-11,13.7,552
34:50.9,2/29/2024,18.3080498,42.7542781,-100.4,-10.6,12.3,36
34:50.9,2/29/2024,18.3080498,42.7542782,-100.4,-10.6,13.8,36
34:51.0,2/29/2024,18.3080498,42.7542788,-88.6,-11,11.9,552
34:51.0,2/29/2024,18.3080498,42.7542793,-88.6,-11,14.1,552
34:51.0,2/29/2024,18.3080498,42.7542799,-100.4,-10.6,13.6,36
34:51.0,2/29/2024,18.3080498,42.7542799,-100.4,-10.7,13.6,36
34:51.0,2/29/2024,18.3080498,42.7542799,-100.4,-10.7,14.1,36
34:51.0,2/29/2024,18.3080497,42.7542801,-87.6,-10.8,14.1,552
34:51.0,2/29/2024,18.3080497,42.7542811,-87.6,-10.8,14.1,552
34:51.0,2/29/2024,18.3080497,42.7542811,-87.6,-10.8,14.2,552
34:51.0,2/29/2024,18.3080497,42.7542813,-87.6,-10.8,13.5,552
34:51.0,2/29/2024,18.3080497,42.7542819,-100.4,-10.7,14.1,36
34:51.0,2/29/2024,18.3080497,42.754282,-87.6,-10.8,13.7,552
34:51.0,2/29/2024,18.3080497,42.754282,-100.4,-10.7,11.1,36
34:51.1,2/29/2024,18.3080496,42.7542833,-87.6,-10.8,13.7,552
34:51.1,2/29/2024,18.3080496,42.7542836,-100.4,-10.7,11.8,36
34:51.1,2/29/2024,18.3080496,42.7542837,-100.4,-10.7,9.3,36
34:51.1,2/29/2024,18.3080496,42.754284,-87.6,-10.8,12.9,552
34:51.1,2/29/2024,18.3080496,42.7542853,-100.4,-10.7,11.2,36
34:51.1,2/29/2024,18.3080496,42.7542854,-87.6,-10.8,14.8,552
34:51.1,2/29/2024,18.3080495,42.7542857,-87.6,-10.8,13.3,552
34:51.1,2/29/2024,18.3080495,42.7542865,-87.6,-10.8,12.5,552
34:51.1,2/29/2024,18.3080495,42.7542866,-87.6,-10.8,12.5,552
34:51.1,2/29/2024,18.3080495,42.7542873,-100.4,-10.7,12.8,36
34:51.1,2/29/2024,18.3080495,42.7542874,-100.4,-10.7,7.8,36
34:51.1,2/29/2024,18.3080495,42.7542874,-102.4,-10.6,7.8,36
34:51.1,2/29/2024,18.3080495,42.7542874,-102.4,-10.6,7.7,36
34:51.2,2/29/2024,18.3080495,42.754288,-87.6,-10.8,14,552
34:51.2,2/29/2024,18.3080494,42.7542884,-87.6,-10.8,13,552
34:51.2,2/29/2024,18.3080494,42.7542889,-87.6,-10.4,21.3,998
34:51.2,2/29/2024,18.3080494,42.754289,-87.6,-10.4,11.4,998
34:51.2,2/29/2024,18.3080494,42.7542891,-102.4,-10.6,11.8,36
34:51.2,2/29/2024,18.3080494,42.75429,-87.6,-10.8,9.8,552
34:51.2,2/29/2024,18.3080494,42.7542902,-102.4,-10.6,10.3,36
34:51.2,2/29/2024,18.3080494,42.7542902,-102.4,-10.6,9.2,36
34:51.2,2/29/2024,18.3080494,42.7542906,-87.6,-10.8,11.8,552
34:51.2,2/29/2024,18.3080493,42.7542913,-87.6,-10.8,11,552
34:51.3,2/29/2024,18.3080493,42.7542925,-87.6,-10.8,12.7,552
34:51.3,2/29/2024,18.3080493,42.7542928,-87.6,-10.8,13.8,552
34:51.3,2/29/2024,18.3080492,42.7542939,-87.6,-10.8,13.2,552
34:51.3,2/29/2024,18.3080492,42.754294,-87.8,-10.7,13.2,552
34:51.3,2/29/2024,18.3080492,42.7542942,-90.4,-10.5,11.4,998
34:51.3,2/29/2024,18.3080492,42.7542943,-90.4,-10.5,12.3,998
34:51.3,2/29/2024,18.3080492,42.7542943,-90.4,-10.5,12.4,998
34:51.3,2/29/2024,18.3080492,42.7542953,-87.8,-10.7,13.2,552
34:51.3,2/29/2024,18.3080492,42.7542956,-87.8,-10.7,19.2,552
34:51.4,2/29/2024,18.3080491,42.7542969,-87.8,-10.7,14.8,552
34:51.4,2/29/2024,18.3080491,42.7542979,-87.8,-10.7,13.8,552
34:51.4,2/29/2024,18.3080491,42.7542983,-87.8,-10.7,14.3,552
34:51.4,2/29/2024,18.308049,42.7542991,-87.8,-10.7,13.1,552
34:51.4,2/29/2024,18.308049,42.7543003,-87.8,-10.7,12.2,552
34:51.5,2/29/2024,18.308049,42.7543013,-87.8,-10.7,11.8,552
34:51.5,2/29/2024,18.308049,42.7543013,-87.6,-10.8,11.8,552
34:51.5,2/29/2024,18.3080489,42.7543019,-87.6,-10.8,13.2,552
34:51.5,2/29/2024,18.3080489,42.7543033,-87.6,-10.8,14,552
34:51.5,2/29/2024,18.3080489,42.7543043,-87.6,-10.8,13.9,552
34:51.5,2/29/2024,18.3080488,42.7543048,-87.6,-10.8,18.7,552
34:51.6,2/29/2024,18.3080488,42.7543059,-87.6,-10.8,14.6,552
34:51.6,2/29/2024,18.3080488,42.7543068,-87.6,-10.8,13.3,552
34:51.6,2/29/2024,18.3080487,42.7543073,-90.4,-10.5,13.2,998
34:51.6,2/29/2024,18.3080487,42.7543078,-87.6,-10.8,19.3,552
34:51.6,2/29/2024,18.3080487,42.7543082,-87.6,-10.8,18.3,552
34:51.6,2/29/2024,18.3080487,42.7543091,-86.6,-10.7,18.3,552
34:51.6,2/29/2024,18.3080487,42.7543092,-86.6,-10.7,14.4,552
34:51.6,2/29/2024,18.3080486,42.7543101,-90.4,-10.5,16.6,998
34:51.7,2/29/2024,18.3080486,42.7543104,-86.6,-10.7,13.6,552
34:51.7,2/29/2024,18.3080486,42.7543114,-86.6,-10.7,12.9,552
34:51.7,2/29/2024,18.3080486,42.7543118,-86.6,-10.7,14.3,552
34:51.7,2/29/2024,18.3080485,42.7543132,-86.6,-10.7,12.4,552
34:51.7,2/29/2024,18.3080485,42.7543136,-87.7,-10.6,16.6,998
34:51.7,2/29/2024,18.3080485,42.7543137,-87.7,-10.6,18.2,998
34:51.7,2/29/2024,18.3080485,42.7543137,-87.7,-10.6,14.8,998
34:51.7,2/29/2024,18.3080485,42.7543139,-86.6,-10.7,17.9,552
34:51.8,2/29/2024,18.3080485,42.7543151,-86.6,-10.7,14.2,552
34:51.8,2/29/2024,18.3080484,42.7543155,-86.6,-10.7,10.1,552
34:51.8,2/29/2024,18.3080484,42.7543161,-87.4,-10.9,10.1,552
34:51.8,2/29/2024,18.3080484,42.7543164,-87.4,-10.9,12.3,552
34:51.8,2/29/2024,18.3080484,42.7543175,-87.4,-10.9,18.3,552
34:51.8,2/29/2024,18.3080483,42.7543184,-87.4,-10.9,19.1,552
34:51.8,2/29/2024,18.3080483,42.7543186,-87.7,-10.6,14.7,998
34:51.9,2/29/2024,18.3080483,42.754319,-87.4,-10.9,14.7,552
34:51.9,2/29/2024,18.3080483,42.7543197,-87.4,-10.9,14.3,552
34:51.9,2/29/2024,18.3080482,42.7543201,-87.4,-10.9,19.8,552
34:51.9,2/29/2024,18.3080482,42.7543207,-87.7,-10.6,14.4,998
34:51.9,2/29/2024,18.3080482,42.7543207,-86.8,-10.4,14.4,998
34:51.9,2/29/2024,18.3080482,42.7543207,-86.8,-10.4,15,998
34:51.9,2/29/2024,18.3080482,42.754321,-87.4,-10.9,18.7,552
34:51.9,2/29/2024,18.3080482,42.7543216,-87.4,-10.9,20.2,552
34:51.9,2/29/2024,18.3080482,42.7543216,-87.7,-10.9,20.2,552
34:51.9,2/29/2024,18.3080481,42.754322,-87.7,-10.9,14.4,552
34:52.0,2/29/2024,18.3080481,42.754323,-87.7,-10.9,20.3,552
34:52.0,2/29/2024,18.3080481,42.7543231,-86.8,-10.4,17.6,998
34:52.0,2/29/2024,18.3080481,42.7543231,-86.8,-10.4,12.2,998
34:52.0,2/29/2024,18.3080481,42.7543231,-86.8,-10.4,13.8,998
34:52.0,2/29/2024,18.3080481,42.7543238,-87.7,-10.9,18.5,552
34:52.0,2/29/2024,18.3080481,42.754324,-87.7,-10.9,18.5,552
34:52.0,2/29/2024,18.308048,42.7543241,-87.7,-10.9,14.2,552
34:52.0,2/29/2024,18.308048,42.7543242,-86.8,-10.4,13.8,998
34:52.0,2/29/2024,18.308048,42.7543251,-87.7,-10.9,17.9,552
34:52.0,2/29/2024,18.308048,42.7543252,-86.8,-10.4,10.2,998
34:52.0,2/29/2024,18.308048,42.7543253,-86.8,-10.4,11.3,998
34:52.0,2/29/2024,18.308048,42.7543253,-86.8,-10.4,11.3,998
34:52.1,2/29/2024,18.308048,42.7543257,-87.7,-10.9,17.3,552
34:52.1,2/29/2024,18.3080479,42.7543262,-87.7,-10.9,18,552
34:52.1,2/29/2024,18.3080479,42.7543267,-87.7,-10.9,15,552
34:52.1,2/29/2024,18.3080479,42.7543273,-85.5,-10.7,15,552
34:52.1,2/29/2024,18.3080479,42.7543276,-85.5,-10.7,16.4,552
34:52.1,2/29/2024,18.3080479,42.7543278,-86.8,-10.4,14.5,998
34:52.1,2/29/2024,18.3080479,42.7543278,-88.6,-10.6,14.5,998
34:52.1,2/29/2024,18.3080479,42.7543279,-88.6,-10.6,13.7,998
34:52.1,2/29/2024,18.3080479,42.7543279,-88.6,-10.6,17.6,998
34:52.1,2/29/2024,18.3080479,42.7543279,-88.6,-10.6,12.4,998
34:52.1,2/29/2024,18.3080478,42.7543283,-85.5,-10.7,17.8,552
34:52.2,2/29/2024,18.3080478,42.7543292,-85.5,-10.7,17.7,552
34:52.2,2/29/2024,18.3080478,42.7543295,-85.5,-10.7,21.7,552
34:52.2,2/29/2024,18.3080477,42.7543301,-85.5,-10.7,17.6,552
34:52.2,2/29/2024,18.3080477,42.7543309,-85.5,-10.7,20.3,552
34:52.2,2/29/2024,18.3080477,42.7543316,-85.5,-10.7,19.1,552
34:52.2,2/29/2024,18.3080476,42.7543321,-85.5,-10.7,20.8,552
34:52.3,2/29/2024,18.3080476,42.7543326,-84.8,-10.6,20.8,552
34:52.3,2/29/2024,18.3080476,42.7543329,-84.8,-10.6,20.1,552
34:52.3,2/29/2024,18.3080475,42.7543341,-88.6,-10.6,13.6,998
34:52.3,2/29/2024,18.3080475,42.7543341,-84.8,-10.6,20.5,552
34:52.3,2/29/2024,18.3080475,42.7543341,-88.6,-10.6,14.3,998
34:52.3,2/29/2024,18.3080475,42.7543341,-88.6,-10.6,14.6,998
34:52.3,2/29/2024,18.3080475,42.7543342,-84.8,-10.6,20.1,552
34:52.3,2/29/2024,18.3080475,42.7543346,-84.8,-10.6,19.6,552
34:52.4,2/29/2024,18.3080475,42.7543356,-84.8,-10.6,20.1,552
34:52.4,2/29/2024,18.3080474,42.7543364,-84.8,-10.6,18.1,552
34:52.4,2/29/2024,18.3080474,42.7543369,-84.8,-10.6,20.7,552
34:52.4,2/29/2024,18.3080474,42.7543373,-84.8,-10.6,21.8,552
34:52.4,2/29/2024,18.3080474,42.7543379,-82.8,-10.5,21.8,552
34:52.4,2/29/2024,18.3080473,42.7543381,-82.8,-10.5,19.4,552
34:52.5,2/29/2024,18.3080473,42.7543391,-82.8,-10.5,21.5,552
34:52.5,2/29/2024,18.3080473,42.7543394,-82.8,-10.5,19.8,552
34:52.5,2/29/2024,18.3080473,42.75434,-82.8,-10.5,21.1,552
34:52.5,2/29/2024,18.3080472,42.754341,-82.8,-10.5,20.8,552
34:52.5,2/29/2024,18.3080472,42.7543418,-82.8,-10.5,21.7,552
34:52.5,2/29/2024,18.3080472,42.7543419,-82.8,-10.5,21.9,552
34:52.6,2/29/2024,18.3080471,42.7543427,-82.8,-10.5,20.3,552
34:52.6,2/29/2024,18.3080471,42.7543432,-79.9,-10.5,20.3,552
34:52.6,2/29/2024,18.3080471,42.7543437,-79.9,-10.5,19.4,552
34:52.6,2/29/2024,18.308047,42.7543441,-88.6,-10.6,9.7,998
34:52.6,2/29/2024,18.308047,42.7543442,-91,-10.6,9.7,998
34:52.6,2/29/2024,18.308047,42.7543444,-79.9,-10.5,22.4,552
34:52.6,2/29/2024,18.308047,42.7543446,-79.9,-10.5,21.7,552
34:52.6,2/29/2024,18.308047,42.7543452,-79.9,-10.5,23.2,552
34:52.7,2/29/2024,18.3080469,42.7543463,-79.9,-10.5,20.3,552
34:52.7,2/29/2024,18.3080469,42.7543468,-79.9,-10.5,20.9,552
34:52.7,2/29/2024,18.3080469,42.7543474,-79.9,-10.5,22.5,552
34:52.7,2/29/2024,18.3080469,42.7543475,-91,-10.6,13.3,998
34:52.7,2/29/2024,18.3080469,42.7543475,-91.8,-10.6,13.3,998
34:52.7,2/29/2024,18.3080469,42.7543476,-91.8,-10.6,10.2,998
